ticker,exchange,name,asset_type,type,sector,industry,status
SHFS.US,NASDAQ,SHF Holdings Inc,Common Stock,Common Stock,,,active
SHFSW.US,NASDAQ,SHF Holdings Inc,Common Stock,Common Stock,,,active
SHIM.US,NASDAQ,Shimmick Corporation Common Stock,Common Stock,Common Stock,,,active
SHIP.US,NASDAQ,Seanergy Maritime Holdings Corp,Common Stock,Common Stock,,,active
SHLS.US,NASDAQ,Shoals Technologies Group Inc,Common Stock,Common Stock,,,active
SHMD.US,NASDAQ,SCHMID Group N.V. Class A Ordinary Shares,Common Stock,Common Stock,,,active
SHMDW.US,NASDAQ,SCHMID Group N.V. Warrants,Common Stock,Common Stock,,,active
SHOO.US,NASDAQ,Steven Madden Ltd,Common Stock,Common Stock,,,active
SHOP.US,NASDAQ,Shopify Inc,Common Stock,Common Stock,,,active
SHPH.US,NASDAQ,Shuttle Pharmaceuticals Inc,Common Stock,Common Stock,,,active
SHPWQ.US,NASDAQ,"Shapeways Holdings, Inc",Common Stock,Common Stock,,,active
SI.US,NYSE,"Shoulder Innovations, Inc.",Common Stock,Common Stock,,,active
SIBN.US,NASDAQ,Si-Bone Inc,Common Stock,Common Stock,,,active
SIDU.US,NASDAQ,Sidus Space Inc,Common Stock,Common Stock,,,active
SIEB.US,NASDAQ,Siebert Financial Corp,Common Stock,Common Stock,,,active
SIFY.US,NASDAQ,Sify Technologies Limited,Common Stock,Common Stock,,,active
SIGA.US,NASDAQ,SIGA Technologies Inc,Common Stock,Common Stock,,,active
SIGI.US,NASDAQ,Selective Insurance Group Inc,Common Stock,Common Stock,,,active
SILC.US,NASDAQ,Silicom,Common Stock,Common Stock,,,active
SIMA.US,NASDAQ,SIM Acquisition Corp. I Class A Ordinary Shares,Common Stock,Common Stock,,,active
SIMAU.US,NASDAQ,SIM Acquisition Corp. I Unit,Common Stock,Common Stock,,,active
SIMAW.US,NASDAQ,SIM Acquisition Corp. I Warrant,Common Stock,Common Stock,,,active
SIMO.US,NASDAQ,Silicon Motion Technology,Common Stock,Common Stock,,,active
SINT.US,NASDAQ,SINTX Technologies Inc,Common Stock,Common Stock,,,active
SION.US,NASDAQ,"Sionna Therapeutics, Inc. Common Stock",Common Stock,Common Stock,,,active
SIRI.US,NASDAQ,Sirius XM Holding Inc,Common Stock,Common Stock,,,active
SISI.US,NASDAQ,Shineco Inc,Common Stock,Common Stock,,,active
SITM.US,NASDAQ,Sitime Corporation,Common Stock,Common Stock,,,active
SJ.US,NASDAQ,Scienjoy Holding Corp,Common Stock,Common Stock,,,active
SKBL.US,NASDAQ,Skyline Builders Group Holding Limited Class A Ordinary Shares,Common Stock,Common Stock,,,active
SKIN.US,NASDAQ,Beauty Health Co,Common Stock,Common Stock,,,active
SKWD.US,NASDAQ,"Skyward Specialty Insurance Group, Inc. Common Stock",Common Stock,Common Stock,,,active
SKYE.US,NASDAQ,"Skye Bioscience, Inc. Common Stock",Common Stock,Common Stock,,,active
SKYQ.US,NASDAQ,Sky Quarry Inc,Common Stock,Common Stock,,,active
SKYT.US,NASDAQ,Skywater Technology Inc,Common Stock,Common Stock,,,active
SKYW.US,NASDAQ,SkyWest Inc,Common Stock,Common Stock,,,active
SKYX.US,NASDAQ,SKYX Platforms Corp,Common Stock,Common Stock,,,active
SLAB.US,NASDAQ,Silicon Laboratories Inc,Common Stock,Common Stock,,,active
SLAMF.US,NASDAQ,Slam Corp.,Common Stock,Common Stock,,,active
SLDB.US,NASDAQ,Solid Biosciences LLC,Common Stock,Common Stock,,,active
SLDE.US,NASDAQ,"Slide Insurance Holdings, Inc. Common Stock",Common Stock,Common Stock,,,active
SLDP.US,NASDAQ,Solid Power Inc,Common Stock,Common Stock,,,active
SLDPW.US,NASDAQ,Solid Power Inc,Common Stock,Common Stock,,,active
SLE.US,NASDAQ,Super League Enterprise Inc.,Common Stock,Common Stock,,,active
SLGB.US,NASDAQ,Smart Logistics Global Limited Ordinary Shares,Common Stock,Common Stock,,,active
SLGL.US,NASDAQ,Sol Gel Technologies Ltd,Common Stock,Common Stock,,,active
SLM.US,NASDAQ,SLM Corp,Common Stock,Common Stock,,,active
SLMT.US,NASDAQ,Brera Holdings PLC,Common Stock,Common Stock,,,active
SLN.US,NASDAQ,Silence Therapeutics PLC,Common Stock,Common Stock,,,active
SLNAF.US,NASDAQ,Selina Hospitality PLC,Common Stock,Common Stock,,,active
SLNG.US,NASDAQ,Stabilis Solutions Inc,Common Stock,Common Stock,,,active
SLNH.US,NASDAQ,Soluna Holdings Inc,Common Stock,Common Stock,,,active
SLNO.US,NASDAQ,Soleno Therapeutics Inc,Common Stock,Common Stock,,,active
SLP.US,NASDAQ,Simulations Plus Inc,Common Stock,Common Stock,,,active
SLRC.US,NASDAQ,SLR Investment Corp,Common Stock,Common Stock,,,active
SLS.US,NASDAQ,Sellas Life Sciences Group Inc,Common Stock,Common Stock,,,active
SLSN.US,NASDAQ,"Solesence, Inc. Common Stock",Common Stock,Common Stock,,,active
SLXN.US,NASDAQ,Biomotion Sciences Ordinary Shares,Common Stock,Common Stock,,,active
SLXNW.US,NASDAQ,Biomotion Sciences Warrant,Common Stock,Common Stock,,,active
SMBC.US,NASDAQ,Southern Missouri Bancorp Inc,Common Stock,Common Stock,,,active
SMCI.US,NASDAQ,Super Micro Computer Inc,Common Stock,Common Stock,,,active
SMFL.US,NASDAQ,"Smart for Life, Inc. Common Stock",Common Stock,Common Stock,,,active
SMID.US,NASDAQ,Smith-Midland Corp,Common Stock,Common Stock,,,active
SMMT.US,NASDAQ,Summit Therapeutics PLC,Common Stock,Common Stock,,,active
SMPL.US,NASDAQ,Simply Good Foods Co,Common Stock,Common Stock,,,active
SMSI.US,NASDAQ,Smith Micro Software Inc,Common Stock,Common Stock,,,active
SMTC.US,NASDAQ,Semtech Corporation,Common Stock,Common Stock,,,active
SMTI.US,NASDAQ,Sanara Medtech Inc,Common Stock,Common Stock,,,active
SMX.US,NASDAQ,SMX (Security Matters) Public Limited Company Class A Ordinary Shares,Common Stock,Common Stock,,,active
SMXT.US,NASDAQ,Solarmax Technology Inc. Common Stock,Common Stock,Common Stock,,,active
SMXWW.US,NASDAQ,SMX (Security Matters) Public Limited Company Warrant,Common Stock,Common Stock,,,active
SNAL.US,NASDAQ,"Snail, Inc. Class A Common Stock",Common Stock,Common Stock,,,active
SNBHD.US,NASDAQ,Sentient Brands Holdings Inc,Common Stock,Common Stock,,,active
SNBR.US,NASDAQ,Sleep Number Corp,Common Stock,Common Stock,,,active
SNCR.US,NASDAQ,Synchronoss Technologies Inc,Common Stock,Common Stock,,,active
SNCY.US,NASDAQ,Sun Country Airlines Holdings Inc,Common Stock,Common Stock,,,active
SND.US,NASDAQ,Smart Sand Inc,Common Stock,Common Stock,,,active
SNDK.US,NASDAQ,Sandisk Corp,Common Stock,Common Stock,,,active
SNDL.US,NASDAQ,SNDL Inc.,Common Stock,Common Stock,,,active
SNDX.US,NASDAQ,Syndax Pharmaceuticals Inc,Common Stock,Common Stock,,,active
SNES.US,NASDAQ,SenesTech Inc,Common Stock,Common Stock,,,active
SNEX.US,NASDAQ,Stonex Group Inc,Common Stock,Common Stock,,,active
SNFCA.US,NASDAQ,Security National Financial,Common Stock,Common Stock,,,active
SNGX.US,NASDAQ,Soligenix Inc.,Common Stock,Common Stock,,,active
SNOA.US,NASDAQ,Sonoma Pharmaceuticals Inc,Common Stock,Common Stock,,,active
SNPS.US,NASDAQ,Synopsys Inc,Common Stock,Common Stock,,,active
SNSE.US,NASDAQ,Sensei Biotherapeutics Inc,Common Stock,Common Stock,,,active
SNT.US,NASDAQ,Senstar Technologies Ltd,Common Stock,Common Stock,,,active
SNTG.US,NASDAQ,Sentage Holdings Inc,Common Stock,Common Stock,,,active
SNTI.US,NASDAQ,Senti Biosciences Inc,Common Stock,Common Stock,,,active
SNY.US,NASDAQ,Sanofi ADR,Common Stock,Common Stock,,,active
SNYR.US,NASDAQ,Synergy CHC Corp. Common Stock,Common Stock,Common Stock,,,active
SOBR.US,NASDAQ,Sobr Safe Inc,Common Stock,Common Stock,,,active
SOCA.US,NASDAQ,Solarius Capital Acquisition Corp.,Common Stock,Common Stock,,,active
SOCAU.US,NASDAQ,Solarius Capital Acquisition Corp. Units,Common Stock,Common Stock,,,active
SOFI.US,NASDAQ,SoFi Technologies Inc.,Common Stock,Common Stock,,,active
SOGP.US,NASDAQ,Lizhi Inc,Common Stock,Common Stock,,,active
SOHO.US,NASDAQ,Sotherly Hotels Inc,Common Stock,Common Stock,,,active
SOHOB.US,NASDAQ,Sotherly Hotels Inc Series B Pref,Common Stock,Common Stock,,,active
SOHU.US,NASDAQ,Sohu.Com Inc,Common Stock,Common Stock,,,active
SOJD.US,NYSE,Southern Co,Common Stock,Common Stock,,,active
SOJE.US,NYSE,Southern Company (The) Series 2,Common Stock,Common Stock,,,active
SOJF.US,NYSE,The Southern Company,Common Stock,Common Stock,,,active
SOLS.US,NASDAQ,"Solstice Advanced Materials, Inc",Common Stock,Common Stock,,,active
SOMN.US,NASDAQ,The Southern Company,Common Stock,Common Stock,,,active
SOND.US,NASDAQ,Sonder Holdings Inc,Common Stock,Common Stock,,,active
SONDQ.US,NASDAQ,Sonder Holdings Inc. Class A,Common Stock,Common Stock,,,active
SONM.US,NASDAQ,Sonim Technologies Inc,Common Stock,Common Stock,,,active
SONO.US,NASDAQ,Sonos Inc,Common Stock,Common Stock,,,active
SOPA.US,NASDAQ,Society Pass Inc,Common Stock,Common Stock,,,active
SOPH.US,NASDAQ,Sophia Genetics SA,Common Stock,Common Stock,,,active
SORA.US,NASDAQ,Top Win International Limited,Common Stock,Common Stock,,,active
SOTK.US,NASDAQ,Sono-Tek Corp,Common Stock,Common Stock,,,active
SOUN.US,NASDAQ,SoundHound AI Inc,Common Stock,Common Stock,,,active
SOUNW.US,NASDAQ,SoundHound AI Inc.,Common Stock,Common Stock,,,active
SOWG.US,NASDAQ,Sow Good Inc. Common Stock,Common Stock,Common Stock,,,active
SPAI.US,NASDAQ,Safe Pro Group Inc.,Common Stock,Common Stock,,,active
SPCB.US,NASDAQ,Supercom Ltd,Common Stock,Common Stock,,,active
SPEG.US,NASDAQ,Silver Pegasus Acquisition Corp.,Common Stock,Common Stock,,,active
SPFI.US,NASDAQ,South Plains Financial Inc,Common Stock,Common Stock,,,active
SPHL.US,NASDAQ,Springview Holdings Ltd Class A Ordinary Shares,Common Stock,Common Stock,,,active
SPKL.US,NASDAQ,Spark I Acquisition Corp. Class A Ordinary Share,Common Stock,Common Stock,,,active
SPKLU.US,NASDAQ,Spark I Acquisition Corp. Unit,Common Stock,Common Stock,,,active
SPOK.US,NASDAQ,Spok Holdings Inc,Common Stock,Common Stock,,,active
SPPL.US,NASDAQ,SIMPPLE LTD. Ordinary Shares,Common Stock,Common Stock,,,active
SPRB.US,NASDAQ,"Spruce Biosciences, Inc. Common Stock",Common Stock,Common Stock,,,active
SPRC.US,NASDAQ,Scisparc Ltd,Common Stock,Common Stock,,,active
SPRO.US,NASDAQ,Spero Therapeutics Inc,Common Stock,Common Stock,,,active
SPRY.US,NASDAQ,"ARS Pharmaceuticals, Inc",Common Stock,Common Stock,,,active
SPSC.US,NASDAQ,SPS Commerce Inc,Common Stock,Common Stock,,,active
SPT.US,NASDAQ,Sprout Social Inc,Common Stock,Common Stock,,,active
SPWH.US,NASDAQ,Sportsmans,Common Stock,Common Stock,,,active
SPWR.US,NASDAQ,"Complete Solaria, Inc",Common Stock,Common Stock,,,active
SPWRW.US,NASDAQ,"Complete Solaria, Inc.",Common Stock,Common Stock,,,active
SQFT.US,NASDAQ,Presidio Property Trust,Common Stock,Common Stock,,,active
SRAD.US,NASDAQ,Sportradar Group AG,Common Stock,Common Stock,,,active
SRAX.US,NASDAQ,SRAX Inc,Common Stock,Common Stock,,,active
SRBK.US,NASDAQ,"SR Bancorp, Inc. Common stock",Common Stock,Common Stock,,,active
SRCE.US,NASDAQ,1st Source Corporation,Common Stock,Common Stock,,,active
SRJN.US,NYSE,SRJN,Common Stock,Common Stock,,,active
SRPT.US,NASDAQ,Sarepta Therapeutics Inc,Common Stock,Common Stock,,,active
SRRK.US,NASDAQ,Scholar Rock Holding Corp,Common Stock,Common Stock,,,active
SRTA.US,NASDAQ,"Strata Critical Medical, Inc.",Common Stock,Common Stock,,,active
SRTS.US,NASDAQ,Sensus Healthcare Inc,Common Stock,Common Stock,,,active
SRZN.US,NASDAQ,Surrozen Inc,Common Stock,Common Stock,,,active
SRZNW.US,NASDAQ,Surrozen Inc. Warrant,Common Stock,Common Stock,,,active
SSBI.US,NASDAQ,Summit State Bank,Common Stock,Common Stock,,,active
SSEA.US,NASDAQ,Starry Sea Acquisition Corp	Ordinary Shares,Common Stock,Common Stock,,,active
SSII.US,NASDAQ,SS Innovations International Inc. Common Stock,Common Stock,Common Stock,,,active
SSKN.US,NASDAQ,STRATA Skin Sciences Inc,Common Stock,Common Stock,,,active
SSNC.US,NASDAQ,SS&C Technologies Holdings Inc,Common Stock,Common Stock,,,active
SSP.US,NASDAQ,E. W. Scripps Co Class A,Common Stock,Common Stock,,,active
SSRM.US,NASDAQ,SSR Mining Inc,Common Stock,Common Stock,,,active
SSSS.US,NASDAQ,SuRo Capital Corp,Common Stock,Common Stock,,,active
SSTI.US,NASDAQ,Shotspotter Inc,Common Stock,Common Stock,,,active
SSYS.US,NASDAQ,Stratasys Ltd,Common Stock,Common Stock,,,active
STAA.US,NASDAQ,STAAR Surgical Company,Common Stock,Common Stock,,,active
STAK.US,NASDAQ,STAK Inc. Ordinary Shares,Common Stock,Common Stock,,,active
STBA.US,NASDAQ,S&T Bancorp Inc,Common Stock,Common Stock,,,active
STEC.US,NASDAQ,Santech Holdings Limited,Common Stock,Common Stock,,,active
STEP.US,NASDAQ,Stepstone Group Inc,Common Stock,Common Stock,,,active
STEX.US,NASDAQ,Streamex Corp,Common Stock,Common Stock,,,active
STFS.US,NASDAQ,Star Fashion Culture Holdings Limited,Common Stock,Common Stock,,,active
STGW.US,NASDAQ,Stagwell Inc,Common Stock,Common Stock,,,active
STHO.US,NASDAQ,Star Holdings,Common Stock,Common Stock,,,active
STI.US,NASDAQ,Solidion Technology Inc.,Common Stock,Common Stock,,,active
STIM.US,NASDAQ,Neuronetics Inc,Common Stock,Common Stock,,,active
STKE.US,NASDAQ,Sol Strategies Inc. Common Shares,Common Stock,Common Stock,,,active
STKH.US,NASDAQ,Steakholder Foods Ltd,Common Stock,Common Stock,,,active
STKL.US,NASDAQ,SunOpta Inc.,Common Stock,Common Stock,,,active
STKS.US,NASDAQ,One Group Hospitality Inc,Common Stock,Common Stock,,,active
STLD.US,NASDAQ,Steel Dynamics Inc,Common Stock,Common Stock,,,active
STNE.US,NASDAQ,StoneCo Ltd,Common Stock,Common Stock,,,active
STOK.US,NASDAQ,Stoke Therapeutics Inc,Common Stock,Common Stock,,,active
STRA.US,NASDAQ,Strategic Education Inc,Common Stock,Common Stock,,,active
STRC.US,NASDAQ,MicroStrategy Incorporated Variable Rate Series A Perpetual Stretch Preferred Stock,Common Stock,Common Stock,,,active
STRD.US,NASDAQ,MicroStrategy Incorporated 10.00% Series A Perpetual Stride Preferred Stock,Common Stock,Common Stock,,,active
STRK.US,NASDAQ,MicroStrategy Incorporated 8.00% Series A Perpetual Strike Preferred Stock,Common Stock,Common Stock,,,active
STRL.US,NASDAQ,Sterling Construction Company Inc,Common Stock,Common Stock,,,active
STRO.US,NASDAQ,Sutro Biopharma,Common Stock,Common Stock,,,active
STRR.US,NASDAQ,Star Equity Holdings Inc,Common Stock,Common Stock,,,active
STRS.US,NASDAQ,Stratus Properties Inc,Common Stock,Common Stock,,,active
STRT.US,NASDAQ,Strattec Security Corporation,Common Stock,Common Stock,,,active
STRZ.US,NASDAQ,Starz Entertainment LLC,Common Stock,Common Stock,,,active
STSS.US,NASDAQ,Sharps Technology Inc,Common Stock,Common Stock,,,active
STTK.US,NASDAQ,Shattuck Labs Inc,Common Stock,Common Stock,,,active
STX.US,NASDAQ,Seagate Technology PLC,Common Stock,Common Stock,,,active
SUGP.US,NASDAQ,SU Group Holdings Limited Ordinary Shares,Common Stock,Common Stock,,,active
SUIG.US,NASDAQ,SUI Group Holdings Limited,Common Stock,Common Stock,,,active
SUNE.US,NASDAQ,SUNation Energy Inc.,Common Stock,Common Stock,,,active
SUNS.US,NASDAQ,"Sunrise Realty Trust, Inc.",Common Stock,Common Stock,,,active
SUNWQ.US,NASDAQ,Sunworks Inc,Common Stock,Common Stock,,,active
SUPN.US,NASDAQ,Supernus Pharmaceuticals Inc,Common Stock,Common Stock,,,active
SUPX.US,NASDAQ,SuperX AI Technology Limited,Common Stock,Common Stock,,,active
SURG.US,NASDAQ,Surgepays Inc,Common Stock,Common Stock,,,active
SUUN.US,NASDAQ,SolarBank Corporation Common Stock,Common Stock,Common Stock,,,active
SVA.US,NASDAQ,Sinovac Biotech Ltd,Common Stock,Common Stock,,,active
SVC.US,NASDAQ,Service Properties Trust,Common Stock,Common Stock,,,active
SVCC.US,NASDAQ,Stellar V Capital Corp. Class A Ordinary Shares,Common Stock,Common Stock,,,active
SVCCU.US,NASDAQ,Stellar V Capital Corp. Unit,Common Stock,Common Stock,,,active
SVCO.US,NASDAQ,"Silvaco Group, Inc. Common Stock",Common Stock,Common Stock,,,active
SVII.US,NASDAQ,Spring Valley Acquisition Corp. II Class A Ordinary Shares,Common Stock,Common Stock,,,active
SVRA.US,NASDAQ,Savara Inc,Common Stock,Common Stock,,,active
SVRE.US,NASDAQ,SaverOne 2014 Ltd. American Depositary Shares,Common Stock,Common Stock,,,active
SVREW.US,NASDAQ,SaverOne 2014 Ltd. Warrant,Common Stock,Common Stock,,,active
SVRN.US,NASDAQ,OceanPal Inc.,Common Stock,Common Stock,,,active
SWAG.US,NASDAQ,Software Acquisition Group III Inc,Common Stock,Common Stock,,,active
SWBI.US,NASDAQ,Smith & Wesson Brands Inc,Common Stock,Common Stock,,,active
SWIM.US,NASDAQ,Latham Group Inc,Common Stock,Common Stock,,,active
SWKH.US,NASDAQ,SWK Holdings Corp,Common Stock,Common Stock,,,active
SWKS.US,NASDAQ,Skyworks Solutions Inc,Common Stock,Common Stock,,,active
SWSS.US,NASDAQ,Springwater Special Situations Corp,Common Stock,Common Stock,,,active
SWVL.US,NASDAQ,Swvl Holdings Corp,Common Stock,Common Stock,,,active
SWVLW.US,NASDAQ,Swvl Holdings Corp Warrant,Common Stock,Common Stock,,,active
SXTC.US,NASDAQ,China SXT Pharmaceuticals Inc,Common Stock,Common Stock,,,active
SXTP.US,NASDAQ,"60 Degrees Pharmaceuticals, Inc. Common Stock",Common Stock,Common Stock,,,active
SXTPW.US,NASDAQ,"60 Degrees Pharmaceuticals, Inc. Warrant",Common Stock,Common Stock,,,active
SY.US,NASDAQ,So-Young International Inc,Common Stock,Common Stock,,,active
SYBT.US,NASDAQ,Stock Yards Bancorp Inc,Common Stock,Common Stock,,,active
SYBX.US,NASDAQ,Synlogic Inc,Common Stock,Common Stock,,,active
SYM.US,NASDAQ,Symbotic Inc,Common Stock,Common Stock,,,active
SYNA.US,NASDAQ,Synaptics Incorporated,Common Stock,Common Stock,,,active
SYPR.US,NASDAQ,Sypris Solutions Inc,Common Stock,Common Stock,,,active
SYRA.US,NASDAQ,Syra Health Corp. Class A Common Stock,Common Stock,Common Stock,,,active
SYRE.US,NASDAQ,Spyre Therapeutics Inc.,Common Stock,Common Stock,,,active
SZZL.US,NASDAQ,Sizzle Acquisition Corp. II - Class A ordinary shares,Common Stock,Common Stock,,,active
SZZLR.US,NASDAQ,Sizzle Acquisition Corp. II,Common Stock,Common Stock,,,active
SZZLU.US,NASDAQ,Sizzle Acquisition Corp. II Unit,Common Stock,Common Stock,,,active
TACH.US,NASDAQ,Titan Acquisition Corp,Common Stock,Common Stock,,,active
TACHU.US,NASDAQ,Titan Acquisition Corp. Units,Common Stock,Common Stock,,,active
TACHW.US,NASDAQ,Titan Acquisition Corp,Common Stock,Common Stock,,,active
TACO.US,NASDAQ,Berto Acquisition Corp. Ordinary Shares,Common Stock,Common Stock,,,active
TACOU.US,NASDAQ,Berto Acquisition Corp.,Common Stock,Common Stock,,,active
TACT.US,NASDAQ,TransAct Technologies Incorporated,Common Stock,Common Stock,,,active
TAIT.US,NASDAQ,Taitron Components Incorporated,Common Stock,Common Stock,,,active
TALK.US,NASDAQ,Talkspace Inc,Common Stock,Common Stock,,,active
TALKW.US,NASDAQ,Talkspace Inc,Common Stock,Common Stock,,,active
TANH.US,NASDAQ,Tantech Holdings Ltd,Common Stock,Common Stock,,,active
TAOP.US,NASDAQ,Taoping Inc,Common Stock,Common Stock,,,active
TAOX.US,NASDAQ,TAO Synergies Inc.,Common Stock,Common Stock,,,active
TARA.US,NASDAQ,Protara Therapeutics Inc,Common Stock,Common Stock,,,active
TARS.US,NASDAQ,Tarsus Pharmaceuticals Inc,Common Stock,Common Stock,,,active
TASK.US,NASDAQ,Taskus Inc,Common Stock,Common Stock,,,active
TATT.US,NASDAQ,Tat Techno,Common Stock,Common Stock,,,active
TAVI.US,NASDAQ,Tavia Acquisition Corp. Ordinary Shares,Common Stock,Common Stock,,,active
TAVIR.US,NASDAQ,Tavia Acquisition Corp. Right,Common Stock,Common Stock,,,active
TAVIU.US,NASDAQ,Tavia Acquisition Corp. Unit,Common Stock,Common Stock,,,active
TAYD.US,NASDAQ,Taylor Devices Inc,Common Stock,Common Stock,,,active
TBB.US,NYSE,AT&T Inc,Common Stock,Common Stock,,,active
TBBK.US,NASDAQ,The Bancorp Inc,Common Stock,Common Stock,,,active
TBCH.US,NASDAQ,Turtle Beach Corporation,Common Stock,Common Stock,,,active
TBH.US,NASDAQ,"Brag House Holdings, Inc. Common Stock",Common Stock,Common Stock,,,active
TBHC.US,NASDAQ,"The Brand House Collective, Inc.",Common Stock,Common Stock,,,active
TBLA.US,NASDAQ,Taboola,Common Stock,Common Stock,,,active
TBLAW.US,NASDAQ,Taboola.com Ltd. Warrant,Common Stock,Common Stock,,,active
TBLD.US,NASDAQ,Thornburg Income Builder Opportunities Trust Common Stock,Common Stock,Common Stock,,,active
TBLT.US,NASDAQ,Toughbuilt Industries Inc,Common Stock,Common Stock,,,active
TBMC.US,NASDAQ,Trailblazer Merger Corporation I Class A Common Stock,Common Stock,Common Stock,,,active
TBMCR.US,NASDAQ,Trailblazer Merger Corporation I Rights,Common Stock,Common Stock,,,active
TBPH.US,NASDAQ,Theravance Biopharma Inc,Common Stock,Common Stock,,,active
TBRG.US,NASDAQ,TruBridge Inc.,Common Stock,Common Stock,,,active
TC.US,NASDAQ,TuanChe ADR,Common Stock,Common Stock,,,active
TCBI.US,NASDAQ,Texas Capital Bancshares Inc,Common Stock,Common Stock,,,active
TCBK.US,NASDAQ,TriCo Bancshares,Common Stock,Common Stock,,,active
TCBS.US,NASDAQ,Texas Community Bancshares Inc,Common Stock,Common Stock,,,active
TCMD.US,NASDAQ,Tactile Systems Technology Inc,Common Stock,Common Stock,,,active
TCOM.US,NASDAQ,Trip.com Group Ltd ADR,Common Stock,Common Stock,,,active
TCPA.US,NYSE,TCPA,Common Stock,Common Stock,,,active
TCPC.US,NASDAQ,BlackRock TCP Capital Corp,Common Stock,Common Stock,,,active
TCRT.US,NASDAQ,Alaunos Therapeutics Inc,Common Stock,Common Stock,,,active
TCRX.US,NASDAQ,Tscan Therapeutics Inc,Common Stock,Common Stock,,,active
TCX.US,NASDAQ,Tucows Inc.,Common Stock,Common Stock,,,active
TDAC.US,NASDAQ,Translational Development Acquisition Corp. Ordinary Shares,Common Stock,Common Stock,,,active
TDACU.US,NASDAQ,Translational Development Acquisition Corp. Units,Common Stock,Common Stock,,,active
TDIC.US,NASDAQ,Dreamland Limited Class A Ordinary Shares,Common Stock,Common Stock,,,active
TDTH.US,NASDAQ,Trident Digital Tech Holdings Ltd American Depository Shares,Common Stock,Common Stock,,,active
TDUP.US,NASDAQ,ThredUp Inc,Common Stock,Common Stock,,,active
TDWD.US,NASDAQ,Tailwind 2.0 Acquisition Corp. Class A Ordinary Shares,Common Stock,Common Stock,,,active
TEAD.US,NASDAQ,Teads B.V.,Common Stock,Common Stock,,,active
TEAM.US,NASDAQ,Atlassian Corp Plc,Common Stock,Common Stock,,,active
TECH.US,NASDAQ,Bio-Techne Corp,Common Stock,Common Stock,,,active
TECX.US,NASDAQ,"Tectonic Therapeutic, Inc.",Common Stock,Common Stock,,,active
TELA.US,NASDAQ,Tela Bio Inc,Common Stock,Common Stock,,,active
TELO.US,NASDAQ,"Telomir Pharmaceuticals, Inc. Common Stock",Common Stock,Common Stock,,,active
TEM.US,NASDAQ,"Tempus AI, Inc. Class A Common Stock",Common Stock,Common Stock,,,active
TENB.US,NASDAQ,Tenable Holdings Inc,Common Stock,Common Stock,,,active
TENX.US,NASDAQ,Tenax Therapeutics Inc,Common Stock,Common Stock,,,active
TER.US,NASDAQ,Teradyne Inc,Common Stock,Common Stock,,,active
TERN.US,NASDAQ,Terns Pharmaceuticals Inc,Common Stock,Common Stock,,,active
TFINP.US,NASDAQ,Triumph Financial Inc,Common Stock,Common Stock,,,active
TFSA.US,NYSE,"Terra Income Fund 6, LLC 7.00%",Common Stock,Common Stock,,,active
TFSL.US,NASDAQ,TFS Financial Corporation,Common Stock,Common Stock,,,active
TGHL.US,NASDAQ,The GrowHub Limited Class A Ordinary Shares,Common Stock,Common Stock,,,active
TGL.US,NASDAQ,Treasure Global Inc.,Common Stock,Common Stock,,,active
TGTX.US,NASDAQ,TG Therapeutics Inc,Common Stock,Common Stock,,,active
TH.US,NASDAQ,Target Hospitality Corp,Common Stock,Common Stock,,,active
THAR.US,NASDAQ,Tharimmune Inc.,Common Stock,Common Stock,,,active
THCH.US,NASDAQ,TH International Limited,Common Stock,Common Stock,,,active
THFF.US,NASDAQ,First Financial Corporation Indiana,Common Stock,Common Stock,,,active
THH.US,NASDAQ,TryHard Holdings Limited Ordinary Shares,Common Stock,Common Stock,,,active
THIR.US,NYSE,THOR Financial Technologies Trust,Common Stock,Common Stock,,,active
THRM.US,NASDAQ,Gentherm Inc,Common Stock,Common Stock,,,active
THRY.US,NASDAQ,Thryv Holdings Inc,Common Stock,Common Stock,,,active
TIGO.US,NASDAQ,Millicom International Cellular SA,Common Stock,Common Stock,,,active
TIGR.US,NASDAQ,Up Fintech Holding Ltd,Common Stock,Common Stock,,,active
TIL.US,NASDAQ,Instil Bio Inc.,Common Stock,Common Stock,,,active
TILE.US,NASDAQ,Interface Inc,Common Stock,Common Stock,,,active
TIPT.US,NASDAQ,Tiptree Inc,Common Stock,Common Stock,,,active
TIRX.US,NASDAQ,Tian Ruixiang Holdings Ltd,Common Stock,Common Stock,,,active
TITN.US,NASDAQ,Titan Machinery Inc,Common Stock,Common Stock,,,active
TIVC.US,NASDAQ,Tivic Health Systems Inc,Common Stock,Common Stock,,,active
TJGC.US,NASDAQ,TJGC Group Limited,Common Stock,Common Stock,,,active
TKLF.US,NASDAQ,Yoshitsu Co Ltd ADR,Common Stock,Common Stock,,,active
TKNO.US,NASDAQ,Alpha Teknova Inc,Common Stock,Common Stock,,,active
TLF.US,NASDAQ,Tandy Leather Factory Inc,Common Stock,Common Stock,,,active
TLIH.US,NASDAQ,Ten-League International Holdings Limited Ordinary Shares,Common Stock,Common Stock,,,active
TLNC.US,NASDAQ,Talon Capital Corp. Class A Ordinary Shares,Common Stock,Common Stock,,,active
TLPH.US,NASDAQ,Talphera Inc.,Common Stock,Common Stock,,,active
TLRY.US,NASDAQ,Tilray Inc,Common Stock,Common Stock,,,active
TLS.US,NASDAQ,Telos Corp,Common Stock,Common Stock,,,active
TLSA.US,NASDAQ,Tiziana Life Sciences Ltd,Common Stock,Common Stock,,,active
