ticker,exchange,name,asset_type,type,sector,industry,status
DGICB.US,NASDAQ,Donegal Group B Inc,Common Stock,Common Stock,,,active
DGII.US,NASDAQ,Digi International Inc,Common Stock,Common Stock,,,active
DGLY.US,NASDAQ,Digital Ally Inc,Common Stock,Common Stock,,,active
DGNX.US,NASDAQ,Diginex Limited Ordinary Shares,Common Stock,Common Stock,,,active
DGXX.US,NASDAQ,Digi Power X Inc.,Common Stock,Common Stock,,,active
DH.US,NASDAQ,Definitive Healthcare Corp,Common Stock,Common Stock,,,active
DHAI.US,NASDAQ,"DIH Holdings US, Inc. Class A Common Stock",Common Stock,Common Stock,,,active
DHAIW.US,NASDAQ,"DIH Holding US, Inc. Warrants",Common Stock,Common Stock,,,active
DHC.US,NASDAQ,Diversified Healthcare Trust,Common Stock,Common Stock,,,active
DHCNI.US,NASDAQ,DHCNI,Common Stock,Common Stock,,,active
DHCNL.US,NASDAQ,Diversified Healthcare Trust,Common Stock,Common Stock,,,active
DHIL.US,NASDAQ,Diamond Hill Investment Group Inc,Common Stock,Common Stock,,,active
DIBS.US,NASDAQ,1Stdibs.Com Inc,Common Stock,Common Stock,,,active
DIOD.US,NASDAQ,Diodes Incorporated,Common Stock,Common Stock,,,active
DISTR.US,NASDAQ,Distoken Acquisition Corporation Right,Common Stock,Common Stock,,,active
DJCO.US,NASDAQ,Daily Journal Corp,Common Stock,Common Stock,,,active
DJT.US,NASDAQ,Trump Media & Technology Group Corp.,Common Stock,Common Stock,,,active
DJTWW.US,NASDAQ,Trump Media & Technology Group Corp.,Common Stock,Common Stock,,,active
DKI.US,NASDAQ,DarkIris Inc. Class A Ordinary Shares,Common Stock,Common Stock,,,active
DKNG.US,NASDAQ,DraftKings Inc,Common Stock,Common Stock,,,active
DLHC.US,NASDAQ,DLH Holdings Corp,Common Stock,Common Stock,,,active
DLO.US,NASDAQ,Dlocal Ltd,Common Stock,Common Stock,,,active
DLPN.US,NASDAQ,Dolphin Entertainment Inc,Common Stock,Common Stock,,,active
DLTH.US,NASDAQ,Duluth Holdings Inc,Common Stock,Common Stock,,,active
DLTR.US,NASDAQ,Dollar Tree Inc,Common Stock,Common Stock,,,active
DLXY.US,NASDAQ,Delixy Holdings Limited Ordinary Shares,Common Stock,Common Stock,,,active
DMAA.US,NASDAQ,Drugs Made In America Acquisition Corp. Ordinary Shares,Common Stock,Common Stock,,,active
DMAAR.US,NASDAQ,Drugs Made In America Acquisition Corp. Rights,Common Stock,Common Stock,,,active
DMAAU.US,NASDAQ,Drugs Made In America Acquisition Corp. Units,Common Stock,Common Stock,,,active
DMAC.US,NASDAQ,DiaMedica Therapeutics Inc,Common Stock,Common Stock,,,active
DMII.US,NASDAQ,Drugs Made In America Acquisition II Corp. Ordinary Shares,Common Stock,Common Stock,,,active
DMLP.US,NASDAQ,Dorchester Minerals LP,Common Stock,Common Stock,,,active
DMRC.US,NASDAQ,Digimarc Corporation,Common Stock,Common Stock,,,active
DNLI.US,NASDAQ,Denali Therapeutics Inc,Common Stock,Common Stock,,,active
DNMX.US,NASDAQ,Dynamix Corporation III Class A Ordinary Shares,Common Stock,Common Stock,,,active
DNTH.US,NASDAQ,Dianthus Therapeutics Inc.,Common Stock,Common Stock,,,active
DNUT.US,NASDAQ,Krispy Kreme Inc,Common Stock,Common Stock,,,active
DOCU.US,NASDAQ,DocuSign Inc,Common Stock,Common Stock,,,active
DOGZ.US,NASDAQ,Dogness International Corp Class A,Common Stock,Common Stock,,,active
DOMH.US,NASDAQ,Dominari Holdings Inc.,Common Stock,Common Stock,,,active
DOMO.US,NASDAQ,Domo Inc,Common Stock,Common Stock,,,active
DOO.US,NASDAQ,BRP Inc.,Common Stock,Common Stock,,,active
DOOO.US,NASDAQ,BRP Inc,Common Stock,Common Stock,,,active
DORM.US,NASDAQ,Dorman Products Inc,Common Stock,Common Stock,,,active
DOX.US,NASDAQ,Amdocs Ltd,Common Stock,Common Stock,,,active
DOYU.US,NASDAQ,DouYu International Holdings,Common Stock,Common Stock,,,active
DPRO.US,NASDAQ,Draganfly Inc,Common Stock,Common Stock,,,active
DPZ.US,NASDAQ,Domino's Pizza Inc Common Stock,Common Stock,Common Stock,,,active
DRCT.US,NASDAQ,Direct Digital Holdings Inc,Common Stock,Common Stock,,,active
DRDB.US,NASDAQ,Roman DBDR Acquisition Corp. II Ordinary shares,Common Stock,Common Stock,,,active
DRDBU.US,NASDAQ,Roman DBDR Acquisition Corp. II Unit,Common Stock,Common Stock,,,active
DRIO.US,NASDAQ,DarioHealth Corp,Common Stock,Common Stock,,,active
DRMA.US,NASDAQ,Dermata Therapeutics Inc,Common Stock,Common Stock,,,active
DRS.US,NASDAQ,"Leonardo DRS, Inc. Common Stock",Common Stock,Common Stock,,,active
DRTS.US,NASDAQ,Alpha Tau Medical Ltd,Common Stock,Common Stock,,,active
DRTSW.US,NASDAQ,Alpha Tau Medical Ltd. Warrant,Common Stock,Common Stock,,,active
DRUG.US,NASDAQ,Bright Minds Biosciences Inc,Common Stock,Common Stock,,,active
DRVN.US,NASDAQ,Driven Brands Holdings Inc,Common Stock,Common Stock,,,active
DSGN.US,NASDAQ,Design Therapeutics Inc,Common Stock,Common Stock,,,active
DSGR.US,NASDAQ,Distribution Solutions Group Inc,Common Stock,Common Stock,,,active
DSGX.US,NASDAQ,Descartes Systems Group Inc,Common Stock,Common Stock,,,active
DSP.US,NASDAQ,Viant Technology Inc,Common Stock,Common Stock,,,active
DSWL.US,NASDAQ,Deswell Industries Inc,Common Stock,Common Stock,,,active
DSY.US,NASDAQ,Big Tree Cloud Holdings Limited Ordinary Shares,Common Stock,Common Stock,,,active
DSYWW.US,NASDAQ,Big Tree Cloud Holdings Limited Warrants,Common Stock,Common Stock,,,active
DTB.US,NYSE,DTE Energy Company 2020 Series,Common Stock,,,,active
DTCK.US,NASDAQ,Davis Commodities Limited Ordinary Shares,Common Stock,Common Stock,,,active
DTCX.US,NASDAQ,"Datacentrex, Inc.",Common Stock,Common Stock,,,active
DTG.US,NYSE,DTE Energy Company 2021 Series E,Common Stock,,,,active
DTI.US,NASDAQ,Drilling Tools International Corp.,Common Stock,Common Stock,,,active
DTIL.US,NASDAQ,Precision BioSciences Inc,Common Stock,Common Stock,,,active
DTK.US,NYSE,DTE Energy Company 2025 Series,Common Stock,,,,active
DTSQ.US,NASDAQ,DT Cloud Star Acquisition Corporation Ordinary Shares,Common Stock,Common Stock,,,active
DTSQR.US,NASDAQ,DT Cloud Star Acquisition Corporation Right,Common Stock,Common Stock,,,active
DTSQU.US,NASDAQ,DT Cloud Star Acquisition Corporation Units,Common Stock,Common Stock,,,active
DTSS.US,NASDAQ,Datasea Inc,Common Stock,Common Stock,,,active
DTST.US,NASDAQ,Data Storage Corp,Common Stock,Common Stock,,,active
DTSTW.US,NASDAQ,Data Storage Corporation,Common Stock,Common Stock,,,active
DTW.US,NYSE,DTE Energy Co Pref Series E,Common Stock,,,,active
DUET.US,NASDAQ,DUET Acquisition Corp,Common Stock,Common Stock,,,active
DUKB.US,NYSE,Duke Energy Corp,Common Stock,,,,active
DUO.US,NASDAQ,Fangdd Network Group Ltd,Common Stock,Common Stock,,,active
DUOL.US,NASDAQ,Duolingo Inc,Common Stock,Common Stock,,,active
DUOT.US,NASDAQ,Duos Technologies Group Inc,Common Stock,Common Stock,,,active
DVAX.US,NASDAQ,Dynavax Technologies Corporation,Common Stock,Common Stock,,,active
DVLT.US,NASDAQ,Datavault AI Inc.,Common Stock,Common Stock,,,active
DWSN.US,NASDAQ,Dawson Geophysical Company,Common Stock,Common Stock,,,active
DWTX.US,NASDAQ,"Dogwood Therapeutics, Inc.",Common Stock,Common Stock,,,active
DXCM.US,NASDAQ,DexCom Inc,Common Stock,Common Stock,,,active
DXLG.US,NASDAQ,Destination XL Group Inc,Common Stock,Common Stock,,,active
DXPE.US,NASDAQ,DXP Enterprises Inc,Common Stock,Common Stock,,,active
DXR.US,NASDAQ,Daxor Corporation,Common Stock,Common Stock,,,active
DXST.US,NASDAQ,Decent Holding Inc Ordinary Shares,Common Stock,Common Stock,,,active
DXYN.US,NASDAQ,The Dixie Group Inc,Common Stock,Common Stock,,,active
DYAI.US,NASDAQ,Dyadic International Inc,Common Stock,Common Stock,,,active
DYCQ.US,NASDAQ,DT Cloud Acquisition Corporation Ordinary Shares,Common Stock,Common Stock,,,active
DYCQU.US,NASDAQ,DT Cloud Acquisition Corporation Unit,Common Stock,Common Stock,,,active
DYN.US,NASDAQ,Dyne Therapeutics Inc,Common Stock,Common Stock,,,active
DYNT.US,NASDAQ,Dynatronics Corporation,Common Stock,Common Stock,,,active
DYOR.US,NASDAQ,Insight Digital Partners II Class A Ordinary Shares,Common Stock,Common Stock,,,active
EA.US,NASDAQ,Electronic Arts Inc,Common Stock,Common Stock,,,active
EAI.US,NYSE,Entergy Arkansas LLC Deb 2066,Common Stock,,,,active
EBAY.US,NASDAQ,eBay Inc,Common Stock,Common Stock,,,active
EBC.US,NASDAQ,Eastern Bankshares Inc,Common Stock,Common Stock,,,active
EBMT.US,NASDAQ,Eagle Bancorp Montana Inc,Common Stock,Common Stock,,,active
EBON.US,NASDAQ,Ebang International Holdings,Common Stock,Common Stock,,,active
ECBK.US,NASDAQ,ECB Bancorp Inc.,Common Stock,Common Stock,,,active
ECCU.US,NYSE,Eagle Point Credit Company Inc,Common Stock,,,,active
ECCV.US,NYSE,Eagle Point Credit Company Inc.,Common Stock,,,,active
ECCW.US,NYSE,Eagle Point Credit Company Inc.,Common Stock,,,,active
ECDA.US,NASDAQ,ECD Automotive Design Inc,Common Stock,Common Stock,,,active
ECDAW.US,NASDAQ,ECD Automotive Design Inc,Common Stock,Common Stock,,,active
ECOR.US,NASDAQ,Electrocore LLC,Common Stock,Common Stock,,,active
ECPG.US,NASDAQ,Encore Capital Group Inc,Common Stock,Common Stock,,,active
ECX.US,NASDAQ,ECARX Holdings Inc. Class A Ordinary shares,Common Stock,Common Stock,,,active
ECXWW.US,NASDAQ,ECARX Holdings Inc. Warrants,Common Stock,Common Stock,,,active
EDAP.US,NASDAQ,EDAP TMS SA,Common Stock,Common Stock,,,active
EDBL.US,NASDAQ,Edible Garden AG Inc,Common Stock,Common Stock,,,active
EDBLW.US,NASDAQ,Edible Garden AG Incorporated,Common Stock,Common Stock,,,active
EDHL.US,NASDAQ,Everbright Digital Holding Limited Ordinary Shares,Common Stock,Common Stock,,,active
EDIT.US,NASDAQ,Editas Medicine Inc,Common Stock,Common Stock,,,active
EDRY.US,NASDAQ,EuroDry Ltd,Common Stock,Common Stock,,,active
EDSA.US,NASDAQ,Edesa Biotech Inc,Common Stock,Common Stock,,,active
EDTK.US,NASDAQ,Skillful Craftsman Education Tech,Common Stock,Common Stock,,,active
EDUC.US,NASDAQ,Educational Development Corporation,Common Stock,Common Stock,,,active
EEFT.US,NASDAQ,Euronet Worldwide Inc,Common Stock,Common Stock,,,active
EEIQ.US,NASDAQ,Elite Education Group International Ltd,Common Stock,Common Stock,,,active
EFOI.US,NASDAQ,Energy Focu,Common Stock,Common Stock,,,active
EFSC.US,NASDAQ,Enterprise Financial Services,Common Stock,Common Stock,,,active
EFTR.US,NASDAQ,Effector Therapeutics Inc,Common Stock,Common Stock,,,active
EFTY.US,NASDAQ,"Etoiles Capital Group Co., Ltd. Class A Ordinary Shares",Common Stock,Common Stock,,,active
EGAN.US,NASDAQ,eGain Corporation,Common Stock,Common Stock,,,active
EGBN.US,NASDAQ,Eagle Bancorp Inc,Common Stock,Common Stock,,,active
EGHA.US,NASDAQ,EGH Acquisition Corp. Class A Ordinary Shares,Common Stock,Common Stock,,,active
EGHAU.US,NASDAQ,EGH Acquisition Corp.,Common Stock,Common Stock,,,active
EGHT.US,NASDAQ,8x8 Inc Common Stock,Common Stock,Common Stock,,,active
EGOXF.US,NASDAQ,Next.e.GO N.V.,Common Stock,Common Stock,,,active
EGRX.US,NASDAQ,Eagle Pharmaceuticals Inc,Common Stock,Common Stock,,,active
EH.US,NASDAQ,Ehang Holdings Ltd,Common Stock,Common Stock,,,active
EHGO.US,NASDAQ,Eshallgo Inc. Class A Ordinary Shares,Common Stock,Common Stock,,,active
EHLD.US,NASDAQ,Euroholdings Ltd.,Common Stock,Common Stock,,,active
EHTH.US,NASDAQ,eHealth Inc,Common Stock,Common Stock,,,active
EIKN.US,NASDAQ,"Eikon Therapeutics, Inc. Common Stock",Common Stock,Common Stock,,,active
EJH.US,NASDAQ,E-Home Household Service Holdings Ltd,Common Stock,Common Stock,,,active
EKSO.US,NASDAQ,Ekso Bionics Holdings Inc,Common Stock,Common Stock,,,active
ELAB.US,NASDAQ,"Elevai Labs, Inc. Common Stock",Common Stock,Common Stock,,,active
ELBM.US,NASDAQ,Electra Battery Materials Corp,Common Stock,Common Stock,,,active
ELC.US,NYSE,Entergy Louisiana LLC Pref,Common Stock,,,,active
ELDN.US,NASDAQ,Eledon Pharmaceuticals Inc,Common Stock,Common Stock,,,active
ELE.US,NASDAQ,Elemental Royalty Corporation Common Stock,Common Stock,Common Stock,,,active
ELOG.US,NASDAQ,Eastern International Ltd.,Common Stock,Common Stock,,,active
ELPW.US,NASDAQ,Elong Power Holding Limited Class A Ordinary Shares,Common Stock,Common Stock,,,active
ELSE.US,NASDAQ,Electro-Sensors Inc,Common Stock,Common Stock,,,active
ELTK.US,NASDAQ,Eltek Ltd,Common Stock,Common Stock,,,active
ELTX.US,NASDAQ,Elicio Therapeutics Inc.,Common Stock,Common Stock,,,active
ELUT.US,NASDAQ,Elutia Inc.,Common Stock,Common Stock,,,active
ELVA.US,NASDAQ,Electrovaya Inc.,Common Stock,Common Stock,,,active
ELVN.US,NASDAQ,Enliven Therapeutics Inc.,Common Stock,Common Stock,,,active
ELVR.US,NASDAQ,Sayona Mining Limited American Depository Shares,Common Stock,Common Stock,,,active
ELWS.US,NASDAQ,"Earlyworks Co., Ltd. American Depositary Shares",Common Stock,Common Stock,,,active
ELWT.US,NASDAQ,"Elauwit Connection, Inc. Common Stock",Common Stock,Common Stock,,,active
EM.US,NASDAQ,Smart Share Global Ltd ADR,Common Stock,Common Stock,,,active
EMAT.US,NASDAQ,Evolution Metals & Technologies Corp. Common Stock,Common Stock,Common Stock,,,active
EMBC.US,NASDAQ,Embecta Corp,Common Stock,Common Stock,,,active
EML.US,NASDAQ,Eastern Co,Common Stock,Common Stock,,,active
EMPD.US,NASDAQ,Empery Digital Inc.,Common Stock,Common Stock,,,active
EMPG.US,NASDAQ,Empro Group Inc. Ordinary shares,Common Stock,Common Stock,,,active
ENGN.US,NASDAQ,enGene Holdings Inc. Common Stock,Common Stock,Common Stock,,,active
ENGS.US,NASDAQ,Energys Group Limited Ordinary Shares,Common Stock,Common Stock,,,active
ENJ.US,NYSE,Entergy New Orleans Inc Pref,Common Stock,,,,active
ENLT.US,NASDAQ,Enlight Renewable Energy Ltd. Ordinary Shares,Common Stock,Common Stock,,,active
ENLV.US,NASDAQ,Enlivex Therapeutics Ltd,Common Stock,Common Stock,,,active
ENPH.US,NASDAQ,Enphase Energy Inc,Common Stock,Common Stock,,,active
ENSC.US,NASDAQ,Ensysce Biosciences Inc,Common Stock,Common Stock,,,active
ENSG.US,NASDAQ,The Ensign Group Inc,Common Stock,Common Stock,,,active
ENTA.US,NASDAQ,Enanta Pharmaceuticals Inc,Common Stock,Common Stock,,,active
ENTG.US,NASDAQ,Entegris Inc,Common Stock,Common Stock,,,active
ENTO.US,NASDAQ,"Entero Therapeutics, Inc.",Common Stock,Common Stock,,,active
ENTX.US,NASDAQ,Entera Bio Ltd,Common Stock,Common Stock,,,active
ENVB.US,NASDAQ,Enveric Biosciences Inc,Common Stock,Common Stock,,,active
ENVX.US,NASDAQ,Enovix Corp,Common Stock,Common Stock,,,active
EOLS.US,NASDAQ,Evolus Inc,Common Stock,Common Stock,,,active
EOSE.US,NASDAQ,Eos Energy Enterprises Inc,Common Stock,Common Stock,,,active
EPOW.US,NASDAQ,Sunrise New Energy Co. Ltd,Common Stock,Common Stock,,,active
EPRX.US,NASDAQ,Eupraxia Pharmaceuticals Inc. Common Stock,Common Stock,Common Stock,,,active
EPSM.US,NASDAQ,Epsium Enterprise Limited Ordinary Shares,Common Stock,Common Stock,,,active
EPSN.US,NASDAQ,Epsilon Energy Ltd,Common Stock,Common Stock,,,active
EPWKF.US,NASDAQ,EPWK Holdings Ltd. Class A,Common Stock,Common Stock,,,active
EQ.US,NASDAQ,Equillium Inc,Common Stock,Common Stock,,,active
EQIX.US,NASDAQ,Equinix Inc,Common Stock,Common Stock,,,active
EQPT.US,NASDAQ,EquipmentShare.com Inc Class A Common Stock,Common Stock,Common Stock,,,active
ERAS.US,NASDAQ,Erasca Inc,Common Stock,Common Stock,,,active
ERIC.US,NASDAQ,Telefonaktiebolaget LM Ericsson B ADR,Common Stock,Common Stock,,,active
ERIE.US,NASDAQ,Erie Indemnity Company,Common Stock,Common Stock,,,active
ERII.US,NASDAQ,Energy Recovery Inc,Common Stock,Common Stock,,,active
ERNA.US,NASDAQ,Eterna Therapeutics Inc,Common Stock,Common Stock,,,active
ESCA.US,NASDAQ,Escalade Incorporated,Common Stock,Common Stock,,,active
ESEA.US,NASDAQ,Euroseas Ltd,Common Stock,Common Stock,,,active
ESGL.US,NASDAQ,ESGL Holdings Limited Ordinary Shares,Common Stock,Common Stock,,,active
ESGLW.US,NASDAQ,ESGL Holdings Limited Warrants,Common Stock,Common Stock,,,active
ESHA.US,NASDAQ,ESH Acquisition Corp. Class A Common Stock,Common Stock,Common Stock,,,active
ESHAR.US,NASDAQ,ESH Acquisition Corp. Right,Common Stock,Common Stock,,,active
ESLA.US,NASDAQ,Estrella Immunopharma Inc.,Common Stock,Common Stock,,,active
ESLAW.US,NASDAQ,Estrella Immunopharma Inc.,Common Stock,Common Stock,,,active
ESLT.US,NASDAQ,Elbit Systems Ltd,Common Stock,Common Stock,,,active
ESOA.US,NASDAQ,Energy Services Of America Corp,Common Stock,Common Stock,,,active
ESPR.US,NASDAQ,Esperion Therapeutics Inc,Common Stock,Common Stock,,,active
ESQ.US,NASDAQ,Esquire Financial Holdings Inc,Common Stock,Common Stock,,,active
ESTA.US,NASDAQ,Establishment Labs Holdings Inc,Common Stock,Common Stock,,,active
ETHM.US,NASDAQ,Dynamix Corporation,Common Stock,Common Stock,,,active
ETHMU.US,NASDAQ,Dynamix Corporation,Common Stock,Common Stock,,,active
ETHZ.US,NASDAQ,ETHZilla Corporation,Common Stock,Common Stock,,,active
ETON.US,NASDAQ,Eton Pharmaceuticals Inc,Common Stock,Common Stock,,,active
ETOR.US,NASDAQ,eToro Group Ltd.,Common Stock,Common Stock,,,active
ETS.US,NASDAQ,Elite Express Holding Inc. Class A Common Stock,Common Stock,Common Stock,,,active
EUDA.US,NASDAQ,EUDA Health Holdings Limited,Common Stock,Common Stock,,,active
EUDAW.US,NASDAQ,EUDA Health Holdings Limited,Common Stock,Common Stock,,,active
EURK.US,NASDAQ,Eureka Acquisition Corp Class A Ordinary Share,Common Stock,Common Stock,,,active
EURKU.US,NASDAQ,Eureka Acquisition Corp Unit,Common Stock,Common Stock,,,active
EVAX.US,NASDAQ,Evaxion Biotech AS,Common Stock,Common Stock,,,active
EVCM.US,NASDAQ,EverCommerce Inc,Common Stock,Common Stock,,,active
EVER.US,NASDAQ,EverQuote Inc Class A,Common Stock,Common Stock,,,active
EVGN.US,NASDAQ,Evogene,Common Stock,Common Stock,,,active
EVGO.US,NASDAQ,Evgo Inc,Common Stock,Common Stock,,,active
EVGOW.US,NASDAQ,EVgo Equity Warrants,Common Stock,Common Stock,,,active
EVLV.US,NASDAQ,Evolv Technologies Holdings Inc,Common Stock,Common Stock,,,active
EVLVW.US,NASDAQ,Evolv Technologies Holdings Inc,Common Stock,Common Stock,,,active
EVO.US,NASDAQ,Evotec SE ADR,Common Stock,Common Stock,,,active
EVOK.US,NASDAQ,Evoke Pharma Inc,Common Stock,Common Stock,,,active
EVOX.US,NASDAQ,Evolution Global Acquisition Corp Class A Ordinary Shares,Common Stock,Common Stock,,,active
EVRG.US,NASDAQ,"Evergy, Inc.",Common Stock,Common Stock,,,active
EVTV.US,NASDAQ,Envirotech Vehicles Inc,Common Stock,Common Stock,,,active
EWBC.US,NASDAQ,East West Bancorp Inc,Common Stock,Common Stock,,,active
EWCZ.US,NASDAQ,European Wax Center Inc,Common Stock,Common Stock,,,active
EWTX.US,NASDAQ,Edgewise Therapeutics Inc,Common Stock,Common Stock,,,active
EXAS.US,NASDAQ,EXACT Sciences Corporation,Common Stock,Common Stock,,,active
EXC.US,NASDAQ,Exelon Corporation,Common Stock,Common Stock,,,active
EXE.US,NASDAQ,Expand Energy Corporation,Common Stock,Common Stock,,,active
EXEEL.US,NASDAQ,Expand Energy Corporation,Common Stock,Common Stock,,,active
EXEEW.US,NASDAQ,Expand Energy Corporation,Common Stock,Common Stock,,,active
EXEEZ.US,NASDAQ,Expand Energy Corporation,Common Stock,Common Stock,,,active
EXEL.US,NASDAQ,Exelixis Inc,Common Stock,Common Stock,,,active
EXFY.US,NASDAQ,Expensify Inc,Common Stock,Common Stock,,,active
EXLS.US,NASDAQ,ExlService Holdings Inc,Common Stock,Common Stock,,,active
EXOZ.US,NASDAQ,"eXoZymes, Inc.",Common Stock,Common Stock,,,active
EXPE.US,NASDAQ,Expedia Group Inc.,Common Stock,Common Stock,,,active
EXPI.US,NASDAQ,eXp World Holdings Inc,Common Stock,Common Stock,,,active
EXPO.US,NASDAQ,Exponent Inc,Common Stock,Common Stock,,,active
EXTR.US,NASDAQ,Extreme Networks Inc,Common Stock,Common Stock,,,active
EYE.US,NASDAQ,National Vision Holdings Inc,Common Stock,Common Stock,,,active
EYPT.US,NASDAQ,Eyepoint Pharmaceuticals Inc,Common Stock,Common Stock,,,active
EZGO.US,NASDAQ,EZGO Technologies Ltd,Common Stock,Common Stock,,,active
EZPW.US,NASDAQ,EZCORP Inc,Common Stock,Common Stock,,,active
EZRA.US,NASDAQ,"Reliance Global Group, Inc.",Common Stock,Common Stock,,,active
EZRAW.US,NASDAQ,"Reliance Global Group, Inc.",Common Stock,Common Stock,,,active
FA.US,NASDAQ,First Advantage Corp,Common Stock,Common Stock,,,active
FACT.US,NASDAQ,FACT II Acquisition Corp. Class A Ordinary Shares,Common Stock,Common Stock,,,active
FACTU.US,NASDAQ,FACT II Acquisition Corp. Unit,Common Stock,Common Stock,,,active
FACTW.US,NASDAQ,FACT II Acquisition Corp. Warrant,Common Stock,Common Stock,,,active
FAMI.US,NASDAQ,Farmmi Inc,Common Stock,Common Stock,,,active
FANG.US,NASDAQ,Diamondback Energy Inc,Common Stock,Common Stock,,,active
FARM.US,NASDAQ,Farmer Bros. Co,Common Stock,Common Stock,,,active
FAST.US,NASDAQ,Fastenal Company,Common Stock,Common Stock,,,active
FAT.US,NASDAQ,FAT Brands Inc,Common Stock,Common Stock,,,active
FATBB.US,NASDAQ,FAT Brands Inc,Common Stock,Common Stock,,,active
FATE.US,NASDAQ,Fate Therapeutics Inc,Common Stock,Common Stock,,,active
FATN.US,NASDAQ,"FatPipe, Inc. Common Stock",Common Stock,Common Stock,,,active
FBGL.US,NASDAQ,FBS Global Limited Ordinary Shares,Common Stock,Common Stock,,,active
FBIO.US,NASDAQ,Fortress Biotech Inc,Common Stock,Common Stock,,,active
FBIZ.US,NASDAQ,First Business Financial Services,Common Stock,Common Stock,,,active
FBLA.US,NASDAQ,"FB Bancorp, Inc. Common Stock",Common Stock,Common Stock,,,active
FBLG.US,NASDAQ,"FibroBiologics, Inc. Common Stock",Common Stock,Common Stock,,,active
FBNC.US,NASDAQ,First Bancorp,Common Stock,Common Stock,,,active
FBRX.US,NASDAQ,Forte Biosciences Inc,Common Stock,Common Stock,,,active
FBYD.US,NASDAQ,"Falcon's Beyond Global, Inc. Class A Common Stock",Common Stock,Common Stock,,,active
FBYDW.US,NASDAQ,"Falcon's Beyond Global, Inc. Warrants",Common Stock,Common Stock,,,active
FCAP.US,NASDAQ,First Capital Inc,Common Stock,Common Stock,,,active
FCBC.US,NASDAQ,First Community Bancshares Inc,Common Stock,Common Stock,,,active
FCCO.US,NASDAQ,First Community Corporation,Common Stock,Common Stock,,,active
FCEL.US,NASDAQ,FuelCell Energy Inc,Common Stock,Common Stock,,,active
FCFS.US,NASDAQ,FirstCash Inc,Common Stock,Common Stock,,,active
FCHL.US,NASDAQ,Fitness Champs Holdings Limited Common Stock,Common Stock,Common Stock,,,active
FCNCA.US,NASDAQ,First Citizens BancShares Inc,Common Stock,Common Stock,,,active
FCRX.US,NYSE,First Eagle Alternative Capital BDC Inc,Common Stock,,,,active
FCUV.US,NASDAQ,Focus Universal Inc,Common Stock,Common Stock,,,active
FDBC.US,NASDAQ,Fidelity D&D Bancorp Inc,Common Stock,Common Stock,,,active
FDMT.US,NASDAQ,4D Molecular Therapeutics Inc,Common Stock,Common Stock,,,active
FDSB.US,NASDAQ,"Fifth District Bancorp, Inc. Common Stock",Common Stock,Common Stock,,,active
FDUS.US,NASDAQ,Fidus Investment Corp,Common Stock,Common Stock,,,active
FEAM.US,NASDAQ,5E Advanced Materials Inc,Common Stock,Common Stock,,,active
FEBO.US,NASDAQ,Fenbo Holdings Limited Ordinary Shares,Common Stock,Common Stock,,,active
FEED.US,NASDAQ,ENvue Medical Inc.,Common Stock,Common Stock,,,active
FEIM.US,NASDAQ,Frequency Electronics Inc,Common Stock,Common Stock,,,active
FELE.US,NASDAQ,Franklin Electric Co Inc,Common Stock,Common Stock,,,active
FEMY.US,NASDAQ,Femasys Inc,Common Stock,Common Stock,,,active
FENC.US,NASDAQ,Fennec Pharmaceuticals Inc,Common Stock,Common Stock,,,active
FER.US,NASDAQ,Ferrovial SE,Common Stock,Common Stock,,,active
FERA.US,NASDAQ,Fifth Era Acquisition Corp I Class A Ordinary Shares,Common Stock,Common Stock,,,active
FERAR.US,NASDAQ,Fifth Era Acquisition Corp I Rights,Common Stock,Common Stock,,,active
FERAU.US,NASDAQ,Fifth Era Acquisition Corp I Units,Common Stock,Common Stock,,,active
FFAI.US,NASDAQ,Faraday Future Intelligent Electric Inc.,Common Stock,Common Stock,,,active
FFAIW.US,NASDAQ,Faraday Future Intelligent Electric Inc.,Common Stock,Common Stock,,,active
FFBC.US,NASDAQ,First Financial Bancorp,Common Stock,Common Stock,,,active
FFIC.US,NASDAQ,Flushing Financial Corporation,Common Stock,Common Stock,,,active
FFIN.US,NASDAQ,First Financial Bankshares Inc,Common Stock,Common Stock,,,active
FFIV.US,NASDAQ,F5 Networks Inc,Common Stock,Common Stock,,,active
FGBI.US,NASDAQ,First Guaranty Bancshares Inc,Common Stock,Common Stock,,,active
FGI.US,NASDAQ,FGI Industries Ltd,Common Stock,Common Stock,,,active
FGIIU.US,NASDAQ,FG Imperii Acquisition Corp. Units,Common Stock,Common Stock,,,active
FGL.US,NASDAQ,Founder Group Limited Ordinary Shares,Common Stock,Common Stock,,,active
FGMC.US,NASDAQ,FG Merger II Corp. Common stock,Common Stock,Common Stock,,,active
FGMCR.US,NASDAQ,FG Merger II Corp. Rights,Common Stock,Common Stock,,,active
FGMCU.US,NASDAQ,FG Merger II Corp. Unit,Common Stock,Common Stock,,,active
FGN.US,NYSE,F&G Annuities & Life Inc. 7.95,Common Stock,,,,active
FGNX.US,NASDAQ,Fundamental Global Inc.,Common Stock,Common Stock,,,active
FGNXP.US,NASDAQ,Fundamental Global Inc.,Common Stock,Common Stock,,,active
FGSN.US,NYSE,F&G Annuities & Life Inc. 7.300% Junior Subordinated Notes due 2065,Common Stock,,,,active
FHB.US,NASDAQ,First Hawaiian Inc,Common Stock,Common Stock,,,active
FHTX.US,NASDAQ,Foghorn Therapeutics Inc,Common Stock,Common Stock,,,active
